Price;Rooms;SquareMeters;Etage;Wohnfläche;Baujahr;Raumhöhe;Anzahl Wohnungen;Letztes Renovationsjahr;Nutzfläche;Grundstückfläche;Kubatur;Anzahl Toiletten;Hallenhöhe;Mindestnutzfläche;Gasanschluss;Waschmaschine;Kabel-TV;Haustiere erlaubt;Gedeckt;Mit Gartenhaus;Parkplatz;Minergie Bauweise;Tumbler;Keller;Estrich;Rollstuhlgängig;Balkon / Terrasse;Spielplatz;Altbau;Stromanschluss;Neubau;Cheminée;Minergie zertifiziert;Rauchen erlaubt;Lift;Steamer;Garage;Ruhige Lage;Hochparterre;Aussicht;Reduit;No features found;Abwasseranschluss;Swimmingpool;Eckhaus;Kinderfreundlich;Wasseranschluss;Geschirrspüler;In Wohngemeinschaft;Objekttyp_Attikawohnung;Objekttyp_Bauernhaus;Objekttyp_Dachwohnung;Objekttyp_Doppeleinfamilienhaus;Objekttyp_Einfamilienhaus;Objekttyp_Einzelzimmer;Objekttyp_Hobbyraum;Objekttyp_Kellerabteil;Objekttyp_Loft;Objekttyp_Maisonette / Duplex;Objekttyp_Mehrfamilienhaus;Objekttyp_Reihenfamilienhaus;Objekttyp_Schloss;Objekttyp_Studio;Objekttyp_Terrassenhaus;Objekttyp_Terrassenwohnung;Objekttyp_Villa;Objekttyp_Wohnung;Latitude;Longitude;DistanceToStationKM;Weather
2760.0;3.5;100.0;;100.0;2024.0;;0;;100.0;;;0;;;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;47.36667251586914;8.828701972961426;;27083.398104395616
3545.0;2.5;58.0;1.0;58.0;2019.0;2.4;0;;;;;0;;;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.399173736572266;8.600276947021484;1.7445894452436057;28114.53189560439
2900.0;2.5;55.0;;55.0;2021.0;;0;;;;;0;;;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;;
3500.0;3.5;75.0;1.0;75.0;2016.0;;0;;;;;0;;;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.396705627441406;8.528757095336914;2.27577299133314;28114.53189560439
3220.0;2.5;90.0;0.0;90.0;;;0;;;;;0;;;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.40153503417969;8.536803245544434;2.648665530639976;28114.53189560439
3200.0;2.5;70.0;2.0;70.0;2024.0;;0;;;;;0;;;False;True;False;False;False;False;True;True;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;;
2590.0;4.5;111.0;0.0;111.0;2024.0;2.5;0;;;;;0;;;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;;
1720.0;1.5;24.0;2.0;24.0;2021.0;;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.389892578125;8.484477996826172;4.425504317886342;28114.53189560439
3450.0;3.5;97.0;2.0;97.0;2024.0;;0;;;;;0;;;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.26982116699219;8.854700088500977;;27216.79541208791
2425.0;1.5;31.0;1.0;31.0;2019.0;2.4;0;;;;;0;;;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.399173736572266;8.600276947021484;1.7445894452436057;28114.53189560439
2100.0;3.5;87.0;0.0;87.0;2024.0;;0;;;;;0;;;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;;
3600.0;3.5;107.0;;107.0;2019.0;2.62;0;;;;;0;;;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.38456344604492;8.485977172851562;4.172663508875687;28114.53189560439
1650.0;2.5;48.0;2.0;48.0;2024.0;2.4;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;;
1936.0;3.5;105.0;1.0;105.0;2013.0;;0;;;;;0;;;False;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.59981918334961;8.683813095092773;;28439.454615384617
2780.0;3.5;116.0;0.0;116.0;2024.0;2.4;8;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.562442779541016;8.498109817504883;;27128.52332417585
2200.0;4.5;77.0;1.0;77.0;2024.0;2.4;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;;
3500.0;4.5;126.0;0.0;126.0;2021.0;;0;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;47.35921478271485;8.454178810119629;;27195.07090659341
3000.0;2.5;50.0;3.0;50.0;2024.0;;0;;;;;0;;;False;True;True;False;False;False;True;True;False;False;False;False;True;False;False;False;True;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;;
3770.0;5.5;145.0;1.0;145.0;2007.0;;0;;;;;0;;;False;True;True;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.263328552246094;8.68281078338623;;27631.023928571456
1850.0;3.5;59.0;1.0;59.0;2024.0;2.4;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;;
1980.0;3.5;68.0;0.0;68.0;2024.0;;0;;;726.0;;0;;;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;
2880.0;4.5;102.0;3.0;102.0;2024.0;2.5;0;;;;;0;;;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.329097747802734;8.784480094909668;1.364349565252235;27083.398104395616
2185.0;2.5;;3.0;;2024.0;;0;2024.0;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;
1750.0;2.5;66.0;0.0;66.0;2024.0;3.0;0;;;;;0;;;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;;
2730.0;1.5;45.0;;45.0;2024.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.37103271484375;8.518729209899902;1.806150990270876;27637.593296703282
2626.0;4.5;101.0;0.0;101.0;2024.0;;0;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.505516052246094;8.375958442687988;;27527.675274725276
3008.0;2.5;70.0;4.0;70.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.38426971435547;8.531070709228516;1.0071194387320312;28114.53189560439
4080.0;4.5;121.0;3.0;121.0;2024.0;2.4;0;;;;;0;;;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;47.400333404541016;8.403396606445312;0.6177925788929052;28114.53189560439
4125.0;4.5;100.0;3.0;100.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.41731262207031;8.550938606262207;4.458131838478423;28114.53189560439
3520.0;3.5;90.0;0.0;90.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.41731262207031;8.550938606262207;4.458131838478423;28114.53189560439
1080.0;2.0;50.0;2.0;50.0;;;0;;;;;0;;;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.5035285949707;8.725122451782227;0.3687322767087428;28165.382197802217
4800.0;5.5;165.0;;165.0;;;0;2023.0;;;;0;;;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;47.26158142089844;8.68919849395752;0.9381503672724634;27631.023928571456
2500.0;4.5;80.0;1.0;80.0;1965.0;;0;2018.0;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.40299224853516;8.392807960510254;0.968257203167722;27624.867802197765
2150.0;3.5;;;;;;0;;;;;0;;;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;47.32876205444336;8.54333782196045;;27637.593296703282
2460.0;4.5;105.0;1.0;105.0;2002.0;;0;2024.0;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.44481658935547;8.528467178344727;;28114.53189560439
2986.0;4.5;117.0;3.0;117.0;2009.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.42438507080078;8.54216480255127;5.176310456782684;28114.53189560439
2204.0;2.5;65.0;4.0;65.0;2022.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.436859130859375;8.468240737915039;0.2914306149234313;27624.867802197765
2285.0;4.5;80.0;2.0;80.0;1962.0;;0;2011.0;;;;0;;;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.3068733215332;8.55793285369873;;27753.01304945057
2140.0;3.5;89.0;1.0;89.0;1971.0;;0;2015.0;;;;0;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.28419876098633;8.54565143585205;1.948064162840419;27753.01304945057
3280.0;3.5;90.0;4.0;90.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.3843994140625;8.493941307067871;3.5805671017203182;28114.53189560439
2330.0;4.5;109.0;2.0;109.0;1985.0;;0;2000.0;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.26808547973633;8.67477035522461;;27631.023928571456
3167.0;3.0;74.0;6.0;74.0;2020.0;;0;;;;;0;;;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.385684967041016;8.497099876403809;3.382025156008771;28114.53189560439
1980.0;3.5;75.0;6.0;75.0;1964.0;;0;2013.0;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.43705368041992;8.466517448425293;0.4227200433374233;27624.867802197765
2520.0;5.5;110.0;8.0;110.0;1970.0;;0;1993.0;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;47.36506271362305;8.690546989440918;;27507.701126373628
1740.0;3.5;80.0;3.0;80.0;1961.0;;0;1996.0;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.361576080322266;8.712916374206543;1.320980229963197;27507.701126373628
3175.0;3.0;68.0;3.0;68.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.38933181762695;8.537666320800781;1.294776182613849;28114.53189560439
3240.0;4.5;206.0;2.0;206.0;2023.0;;0;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;47.55894470214844;8.43367862701416;;27128.52332417585
3612.0;4.5;108.0;3.0;108.0;2021.0;;0;;;;;0;;;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.41829299926758;8.58899974822998;0.6572528583297151;28114.53189560439
2675.0;5.0;95.0;1.0;95.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.49049377441406;8.710612297058105;1.4769636459703224;28165.382197802217
3697.0;3.5;86.0;1.0;86.0;2022.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.36336898803711;8.518133163452148;2.3301010656827152;27637.593296703282
6600.0;5.5;;;;;;0;2020.0;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;47.37435150146485;8.482234954833984;4.404651066166844;27637.593296703282
3000.0;2.0;50.0;2.0;50.0;2024.0;;0;;;;;0;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.398468017578125;8.6029691696167;1.5494056816410156;28114.53189560439
2950.0;4.5;140.0;2.0;140.0;1700.0;;0;2015.0;;;;0;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.23056411743164;8.642440795898438;2.478884884807858;27960.008681318683
5850.0;3.5;118.0;8.0;118.0;2013.0;;0;;;;;0;;;False;False;False;True;False;False;True;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.380184173583984;8.537328720092773;0.3530259885159055;27637.593296703282
1804.0;1.5;;2.0;;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.33551406860352;8.533241271972656;4.738874448898385;27637.593296703282
2370.0;2.5;84.0;4.0;84.0;1932.0;;0;2015.0;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;47.35905456542969;8.51839542388916;2.6717514616887392;27637.593296703282
2054.0;3.5;69.0;2.0;69.0;1981.0;;0;2021.0;;;;0;;;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.47739791870117;8.456877708435059;;27527.675274725276
;;11.0;;11.0;1970.0;;0;2008.0;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;47.44651412963867;8.407272338867188;;27624.867802197765
2330.0;2.0;52.0;2.0;52.0;1960.0;;0;1989.0;;;;0;;;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.35521697998047;8.557698249816895;2.8300653439353214;27637.593296703282
2595.0;2.5;87.0;1.0;87.0;1961.0;;0;2009.0;;;;0;;;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;;
4207.0;4.5;117.0;1.0;117.0;;;0;;;;;0;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.40255355834961;8.532090187072754;2.8192791545408467;28114.53189560439
2090.0;2.5;48.0;2.0;48.0;2024.0;;0;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;;
2558.0;3.5;86.0;0.0;86.0;2022.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.437538146972656;8.467076301574707;0.3924945641903915;27624.867802197765
3060.0;4.5;105.0;1.0;105.0;1972.0;;0;1990.0;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.28189468383789;8.573549270629883;1.7004981277504752;27753.01304945057
